color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,plot_keyword_1,plot_keyword_2,genre_1,genre_2,IMDB_Category
Color,Bobby Farrelly,62,117,101,3000,Lin Shaye,13000,24944213,Bill Murray,Kingpin ,63459,16937,Richard Tyson,2.0,http://www.imdb.com/title/tt0116778/?ref_=fn_tt_tt_1,185,English,United State of America,PG-13,27000000,1996,852,6.9,2.35,3000,amish,bowling,Comedy,Sport,Class_2
Color,Rupert Wyatt,175,111,81,0,Cjon Saulsberry,3000,33631221,George Kennedy,The Gambler ,48559,3784,Griffin Cleveland,1.0,http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1,145,English,United State of America,R,25000000,2014,571,6.0,2.35,0,dog,gambler,Crime,Drama,Class_2
Color,John Wells,322,121,53,30000,Meryl Streep,19000,37738400,Benedict Cumberbatch,August: Osage County ,67797,39690,Julia Roberts,3.0,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,285,English,United State of America,R,25000000,2013,11000,7.3,2.35,30000,based on play,incestuous relationship,Drama,Drama,Class_2
Color,Nigel Cole,112,107,13,0,Tyrone Giordano,618,21835784,Aimee Garcia,A Lot Like Love ,58297,1095,James Read,3.0,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,161,English,United State of America,PG-13,30000000,2005,172,6.6,1.85,0,flight,hasselblad camera,Comedy,Drama,Class_2
Color,Dexter Fletcher,216,106,452,15000,Taron Egerton,20000,15785632,Hugh Jackman,Eddie the Eagle ,32507,21195,Tim McInnerny,3.0,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,119,English,United Kingdom,PG-13,23000000,2016,732,7.5,2.35,15000,1988 winter olympics,coach,Biography,Comedy,Class_2
Color,Spike Lee,48,136,0,0,Milla Jovovich,18000,21554585,Denzel Washington,He Got Game ,36108,37315,Rosario Dawson,0.0,http://www.imdb.com/title/tt0124718/?ref_=fn_tt_tt_1,109,English,United State of America,R,25000000,1998,14000,6.9,1.85,0,basketball,basketball player,Drama,Sport,Class_2
Color,Jeremy Leven,44,97,19,0,Marlon Brando,40000,22200000,Johnny Depp,Don Juan DeMarco ,41310,52122,Faye Dunaway,3.0,http://www.imdb.com/title/tt0112883/?ref_=fn_tt_tt_1,117,English,United State of America,PG-13,25000000,1994,10000,6.8,1.85,0,don juan,mental institution,Comedy,Drama,Class_2
color,Lasse Hallström,162,108,529,14000,Henry Thomas,17000,80014842,Channing Tatum,Dear John ,104356,19945,Scott Porter,,http://www.imdb.com/title/tt0989757/?ref_=fn_tt_tt_1,186,English,United State of America,PG-13,25000000,2010,861,6.3,2.35,14000,army,coin collector,Drama,Romance,Class_2
Color,Sylvain White,213,97,41,0,Jason Patric,11000,23527955,Chris Evans,The Losers ,74691,12841,Óscar Jaenada,1.0,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1,165,English,United State of America,PG-13,25000000,2010,673,6.4,2.35,0,hacking,hijacking,Action,Crime,Class_2
Color,Troy Nixey,298,99,24,10000,Alan Dale,3000,24042490,Bailee Madison,Don't Be Afraid of the Dark ,40776,3744,Jack Thompson,1.0,http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1,250,English,United State of America,R,25000000,2010,441,5.6,1.85,10000,basement,creature,Fantasy,Horror,Class_2
Color,Philip G. Atwell,119,103,5,0,Jet Li,26000,22466994,Jason Statham,War ,72673,33565,Nadine Velazquez,0.0,http://www.imdb.com/title/tt0499556/?ref_=fn_tt_tt_1,166,English,United State of America,R,25000000,2007,5000,6.3,2.35,0,assassin,betrayal,Action,Crime,Class_2
Color,Paul Thomas Anderson,251,95,0,0,Emily Watson,11000,17791031,Adam Sandler,Punch-Drunk Love ,109855,11994,Don McManus,0.0,http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1,888,English,United State of America,R,25000000,2002,876,7.3,2.35,0,harmonium,love,Comedy,Drama,Class_2
Color,Jeff Schaffer,92,93,17,0,Scott Mechlowicz,13000,17718223,Matt Damon,EuroTrip ,162067,14180,Jacob Pitts,5.0,http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1,316,English,United State of America,R,25000000,2004,634,6.6,1.85,0,female frontal nudity,male frontal nudity,Comedy,Comedy,Class_2
Color,Don Michael Paul,58,98,70,564,Nia Peeples,462,15361537,Claudia Christian,Half Past Dead ,12263,1855,Tony Plana,0.0,http://www.imdb.com/title/tt0297162/?ref_=fn_tt_tt_1,132,English,Germany,PG-13,13000000,2002,444,4.6,1.85,564,alcatraz,fbi,Action,Crime,Class_3
Color,Paul Feig,73,90,176,498,Rob Riggle,931,16647384,Tyler James Williams,Unaccompanied Minors ,8398,4431,B.J. Novak,1.0,http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1,56,English,United State of America,PG,26000000,2006,839,5.1,2.35,498,airport,black comedy,Adventure,Comedy,Class_3
Color,James Bridges,28,107,21,377,Phoebe Cates,967,16118077,Dianne Wiest,"Bright Lights, Big City ",5817,3067,Swoosie Kurtz,0.0,http://www.imdb.com/title/tt0094799/?ref_=fn_tt_tt_1,37,English,United State of America,R,25000000,1988,767,5.6,1.85,377,estranged wife,fashion show,Drama,Drama,Class_2
Color,Steve Barron,19,90,48,246,Udo Kier,940,15091542,Martin Landau,The Adventures of Pinocchio ,4086,2465,Bebe Neuwirth,2.0,http://www.imdb.com/title/tt0115472/?ref_=fn_tt_tt_1,22,Italian,United Kingdom,G,25000000,1996,595,5.3,2.35,246,based on novel,human becoming an animal,Adventure,Family,Class_3
Color,Richard Kelly,287,115,219,0,Gillian Jacobs,902,15045676,Frank Langella,The Box ,76303,2466,Celia Weston,1.0,http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1,376,English,United State of America,PG-13,16000000,2009,837,5.6,2.35,0,alien,library,Drama,Fantasy,Class_2
Color,Carter Smith,233,93,27,0,Jonathan Tucker,960,17427926,Laura Ramsey,The Ruins ,60062,1749,Sergio Calderón,0.0,http://www.imdb.com/title/tt0963794/?ref_=fn_tt_tt_1,351,English,United State of America,R,8000000,2008,664,5.9,2.35,0,bow and arrow,group of friends,Horror,Horror,Class_2
Color,John Schlesinger,86,99,154,378,Rupert Everett,774,14983572,Mark Valley,The Next Best Thing ,9361,2498,Illeana Douglas,1.0,http://www.imdb.com/title/tt0156841/?ref_=fn_tt_tt_1,162,English,United State of America,PG-13,25000000,2000,692,4.7,1.85,378,best friend,cartoon on tv,Comedy,Drama,Class_3
Color,Wes Craven,160,107,0,0,Emily Meade,798,14637490,Frank Grillo,My Soul to Take ,16411,2537,Zena Grey,2.0,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,136,English,United State of America,R,25000000,2010,374,4.8,2.35,0,evil,killer,Horror,Mystery,Class_3
Color,Luke Greenfield,126,110,42,0,Timothy Bottoms,355,14589444,Chris Marquette,The Girl Next Door ,171151,911,Jacob Young,2.0,http://www.imdb.com/title/tt0265208/?ref_=fn_tt_tt_1,513,English,United State of America,R,25000000,2004,155,6.8,1.85,0,forced to strip,male rear nudity,Comedy,Drama,Class_2
Color,Ringo Lam,50,101,17,503,Zach Grenier,900,14095303,Natasha Henstridge,Maximum Risk ,15814,1634,Paul Ben-Victor,1.0,http://www.imdb.com/title/tt0117011/?ref_=fn_tt_tt_1,68,English,United State of America,R,25000000,1996,246,5.4,2.35,503,fbi,fbi agent,Action,Crime,Class_3
Color,Bruce McCulloch,52,85,54,215,Megan Mullally,985,13973532,Martin Starr,Stealing Harvard ,11211,3065,Chris Penn,1.0,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,92,English,United State of America,PG-13,25000000,2002,637,5.1,1.85,215,black humor,crying during sex,Comedy,Crime,Class_3
Color,Brian Helgeland,260,132,241,43000,Paul Anderson,27000,1865774,Tom Hardy,Legend ,87682,27659,Tara Fitzgerald,2.0,http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1,174,English,United Kingdom,R,30000000,2015,154,7.0,2.35,43000,1960s,based on a true story,Biography,Crime,Class_2
Color,David R. Ellis,231,90,160,0,Joel David Moore,963,18860403,Chris Zylka,Shark Night 3D ,20823,4952,Katharine McPhee,0.0,http://www.imdb.com/title/tt1633356/?ref_=fn_tt_tt_1,130,English,United State of America,PG-13,25000000,2011,936,4.0,1.85,0,lake,louisiana,Horror,Thriller,Class_3
Color,Alan Parker,99,145,317,0,Devon Murray,876,13038660,Emily Watson,Angela's Ashes ,16995,1282,Pauline McLynn,1.0,http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,163,English,United State of America,R,25000000,1999,219,7.3,1.85,0,drink,ira,Drama,Drama,Class_2
Color,Ivan Reitman,159,110,425,14000,Chi McBride,3000,28831145,Jennifer Garner,Draft Day ,39357,3757,Patrick St. Esprit,1.0,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,113,English,United State of America,R,25000000,2014,466,6.8,2.35,14000,cleveland browns,head coach,Drama,Sport,Class_2
Color,Robert Redford,199,122,0,0,Tom Wilkinson,18000,11538204,Robin Wright,The Conspirator ,23696,21163,Stephen Root,0.0,http://www.imdb.com/title/tt0968264/?ref_=fn_tt_tt_1,135,English,United State of America,PG-13,25000000,2010,1000,7.0,2.35,0,john wilkes booth,lawyer,Crime,Drama,Class_2
Color,Catherine Hardwicke,119,107,308,5000,Michael Angarano,13000,11008432,Heath Ledger,Lords of Dogtown ,43903,16651,Rebecca De Mornay,0.0,http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1,194,English,United State of America,PG-13,25000000,2005,947,7.1,1.85,5000,1970s,skateboarder,Biography,Drama,Class_2
Color,Patricia Riggen,120,127,36,0,James Brolin,562,12188642,Marco Treviño,The 33 ,21098,2230,Jacob Vargas,7.0,http://www.imdb.com/title/tt2006295/?ref_=fn_tt_tt_1,56,English,Chile,PG-13,26000000,2015,499,6.9,2.35,0,disaster movie,mine,Biography,Drama,Class_2
Color,John Carpenter,180,99,0,19000,Kate Burton,400,11100000,Victor Wong,Big Trouble in Little China ,92464,896,Peter Kwong,1.0,http://www.imdb.com/title/tt0090728/?ref_=fn_tt_tt_1,331,English,United State of America,PG-13,25000000,1986,223,7.3,2.35,19000,1980s,airport,Action,Adventure,Class_2
Color,Gavin O'Connor,317,140,149,77000,Frank Grillo,27000,13651662,Tom Hardy,Warrior ,332276,29692,Kevin Dunn,1.0,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1,514,English,United State of America,PG-13,25000000,2011,798,8.2,2.35,77000,alcoholic,mixed martial arts,Drama,Sport,Class_1
 Black and White,Neil Jordan,44,133,277,0,Liam Neeson,25000,11030963,Alan Rickman,Michael Collins ,24145,48482,Julia Roberts,2.0,http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1,93,English,United Kingdom,R,28000000,1996,14000,7.1,1.85,0,ireland,irish,Biography,Drama,Class_2
Color,Ron Maxwell,22,271,33,0,William Morgan Sheppard,854,10769960,Tom Berenger,Gettysburg ,21940,2107,James Patrick Stuart,0.0,http://www.imdb.com/title/tt0107007/?ref_=fn_tt_tt_1,256,English,United State of America,PG,25000000,1993,702,7.7,1.85,0,american civil war,battle,Drama,History,Class_2
Color,Kimberly Peirce,143,112,108,982,Channing Tatum,23000,10911750,Joseph Gordon-Levitt,Stop-Loss ,17757,43560,Abbie Cornish,2.0,http://www.imdb.com/title/tt0489281/?ref_=fn_tt_tt_1,99,English,United State of America,R,25000000,2008,17000,6.5,1.85,982,friendship,honor,Drama,War,Class_2
Color,Stephen Gaghan,72,99,79,261,Zooey Deschanel,16000,10719367,Charlie Hunnam,Abandon ,7909,28987,Tony Goldwyn,3.0,http://www.imdb.com/title/tt0267248/?ref_=fn_tt_tt_1,157,English,United State of America,PG-13,25000000,2002,11000,4.9,2.35,261,college,detective,Drama,Music,Class_3
Color,Jonathan Kaplan,70,100,57,0,Tom Amandes,181,10114315,John Doe,Brokedown Palace ,18693,582,Daniel Lapaine,0.0,http://www.imdb.com/title/tt0120620/?ref_=fn_tt_tt_1,187,English,United State of America,PG-13,25000000,1999,151,6.4,2.35,0,bangkok,friend,Drama,Mystery,Class_2
Color,Ole Bornedal,264,92,30,17000,Madison Davenport,941,49122319,Kyra Sedgwick,The Possession ,47169,2348,Natasha Calis,0.0,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,162,English,United State of America,PG-13,14000000,2012,459,5.9,2.35,17000,basketball coach,box,Horror,Thriller,Class_2
Color,Richard Benjamin,20,105,121,491,Jane Krakowski,3000,10070000,Brendan Fraser,Mrs. Winterbourne ,5668,5023,Cathryn de Prume,3.0,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,50,English,United State of America,PG-13,25000000,1996,624,6.2,1.85,491,love,train,Comedy,Drama,Class_2
Color,Rod Lurie,190,110,37,7000,Laz Alonso,10000,10324441,Alexander Skarsgård,Straw Dogs ,27117,11431,Rhys Coiro,1.0,http://www.imdb.com/title/tt0999913/?ref_=fn_tt_tt_1,140,English,United State of America,R,25000000,2011,826,5.8,2.35,7000,gang rape,panties pulled down,Action,Drama,Class_2
Color,Lasse Hallström,142,116,529,348,Christopher Evan Welch,442,7156933,Hope Davis,The Hoax ,14581,1134,James Biberi,0.0,http://www.imdb.com/title/tt0462338/?ref_=fn_tt_tt_1,74,English,United State of America,R,25000000,2006,252,6.7,1.85,348,book,fabrication,Comedy,Drama,Class_2
Color,Craig R. Baxley,27,88,22,0,Sam McMurray,174,9286314,Brian Bosworth,Stone Cold ,4972,583,Richard Gant,1.0,http://www.imdb.com/title/tt0102984/?ref_=fn_tt_tt_1,62,English,United State of America,R,17000000,1991,132,5.9,1.85,0,biker,biker gang,Action,Crime,Class_2
Color,John Hillcoat,355,111,214,32000,Charlize Theron,10000,56692,Viggo Mortensen,The Road ,177401,23566,Robert Duvall,2.0,http://www.imdb.com/title/tt0898367/?ref_=fn_tt_tt_1,504,English,United State of America,R,25000000,2009,9000,7.3,2.35,32000,apocalypse,boy,Adventure,Drama,Class_2
Color,Marcos Siega,31,95,32,206,Nick Cannon,843,5654777,Cheech Marin,Underclassman ,4875,2165,Kaylee DeFer,3.0,http://www.imdb.com/title/tt0373416/?ref_=fn_tt_tt_1,26,English,United State of America,PG-13,25000000,2005,593,4.1,2.35,206,police,private school,Action,Comedy,Class_3
Color,J.B. Rogers,87,95,6,295,Chris Klein,849,5516708,Eddie Cibrian,Say It Isn't So ,11375,2413,Jack Plotnick,2.0,http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1,91,English,United State of America,R,25000000,2001,841,4.9,1.85,295,bestiality,brother sister incest,Comedy,Romance,Class_3
Color,Roger Donaldson,126,127,79,11000,Antony Starr,12000,5128124,Anthony Hopkins,The World's Fastest Indian ,44198,12574,Craig Hall,1.0,http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1,251,English,New Zealand,PG-13,25000000,2005,506,7.9,2.35,11000,mortgage,motorcycle,Biography,Drama,Class_1
Color,David R. Ellis,285,105,160,4000,Kenan Thompson,852,34014398,Lin Shaye,Snakes on a Plane ,115650,2603,Rachel Blanchard,0.0,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,1033,English,Germany,R,33000000,2006,521,5.6,2.35,4000,baby rattle,famous line,Action,Adventure,Class_2
Color,Rachel Talalay,60,104,54,0,Lori Petty,6000,4064333,Naomi Watts,Tank Girl ,24790,9662,Jeff Kober,0.0,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1,173,English,United State of America,R,25000000,1995,923,5.2,2.35,0,2030s,21st century,Action,Comedy,Class_3
Color,Jeffrey W. Byrd,23,95,2,83,Loretta Devine,927,4006906,Donald Faison,King's Ransom ,3229,4990,Regina Hall,7.0,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1,20,English,United State of America,PG-13,15000000,2005,912,4.1,1.85,83,hit in the crotch,kidnapping,Comedy,Crime,Class_3
Color,Fernando Meirelles,229,121,353,0,Joe Pingue,45,3073392,Don McKellar,Blindness ,59462,142,Yûsuke Iseya,0.0,http://www.imdb.com/title/tt0861689/?ref_=fn_tt_tt_1,300,English,Canada,R,25000000,2008,30,6.6,1.85,0,blindness,epidemic,Drama,Mystery,Class_2
Color,Uwe Boll,143,92,892,937,Udo Kier,783,1550000,Meat Loaf,BloodRayne ,30628,2930,Michael Paré,2.0,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,471,English,United State of America,R,25000000,2005,595,2.9,2.35,937,escape,half human,Action,Adventure,Class_3
Color,Atom Egoyan,97,107,460,507,Alison Lohman,14000,871527,Colin Firth,Where the Truth Lies ,14982,16090,Rachel Blanchard,2.0,http://www.imdb.com/title/tt0373450/?ref_=fn_tt_tt_1,128,English,Canada,R,25000000,2005,1000,6.5,2.35,507,breasts,death,Crime,Drama,Class_2
Color,Robert Towne,28,117,162,942,Monica Potter,2000,777423,Billy Burke,Without Limits ,5841,4351,Billy Crudup,0.0,http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1,57,English,United State of America,PG-13,25000000,1998,878,7.2,2.35,942,car crash,coach,Biography,Drama,Class_2
Color,Richard Linklater,160,107,0,0,Aidan McArdle,962,1186957,Zoe Kazan,Me and Orson Welles ,9264,1591,James Tupper,3.0,http://www.imdb.com/title/tt1175506/?ref_=fn_tt_tt_1,69,English,United Kingdom,PG-13,25000000,2008,266,6.8,2.35,0,high school,mercury theatre,Drama,Drama,Class_2
Color,Giuseppe Tornatore,124,131,911,31000,Sean Buchanan,5000,85433,Jim Sturgess,The Best Offer ,69676,5954,Liya Kebede,2.0,http://www.imdb.com/title/tt1924396/?ref_=fn_tt_tt_1,131,English,Italy,R,13500000,2013,234,7.8,2.35,31000,antique,art,Crime,Drama,Class_1
Color,Werner Herzog,280,122,0,6000,Shea Whigham,12000,1697956,Nicolas Cage,Bad Lieutenant: Port of Call New Orleans ,64944,13809,Shawn Hatosy,2.0,http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1,212,English,United State of America,R,20000000,2009,463,6.7,1.85,6000,drugs,flood,Crime,Drama,Class_2
Color,Guillaume Canet,118,134,0,0,Benoît Magimel,541,183662,François Cluzet,Little White Lies ,18395,890,Gilles Lellouche,6.0,http://www.imdb.com/title/tt1440232/?ref_=fn_tt_tt_1,48,French,France,Not Rated,25000000,2010,173,7.1,2.35,0,friend,restaurant,Comedy,Drama,Class_2
Color,Taylor Hackford,49,117,138,636,Bai Ling,908,134904,Scout Taylor-Compton,Love Ranch ,2395,3204,Gil Birmingham,9.0,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,17,English,United State of America,R,25000000,2010,581,5.7,1.78,636,argentine,brothel,Comedy,Drama,Class_2
Color,Ridley Scott,336,138,0,24000,Brad Pitt,13000,16969390,Michael Fassbender,The Counselor ,80861,27797,Goran Visnjic,4.0,http://www.imdb.com/title/tt2193215/?ref_=fn_tt_tt_1,431,English,United State of America,R,25000000,2013,11000,5.3,2.35,24000,cunnilingus,drug trafficking,Crime,Drama,Class_3
Color,Teddy Chan,65,100,3,0,Charlie Yeung,79,129115,Siu-Wong Fan,Kung Fu Killer ,5900,285,Wai-Keung Lau,2.0,http://www.imdb.com/title/tt2952602/?ref_=fn_tt_tt_1,26,Cantonese,China,PG-13,25000000,2014,68,6.5,2.35,0,fight,kung fu,Action,Drama,Class_2
Color,Stephen Frears,51,119,350,0,Peter Capaldi,18000,34700000,Keanu Reeves,Dangerous Liaisons ,52846,35501,Swoosie Kurtz,2.0,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,143,English,United State of America,R,14000000,1988,17000,7.7,1.85,0,catholic,corruption,Drama,Romance,Class_2
Color,Walter Salles,252,137,179,27000,Viggo Mortensen,17000,717753,Kristen Stewart,On the Road ,33107,33747,Kirsten Dunst,4.0,http://www.imdb.com/title/tt0337692/?ref_=fn_tt_tt_1,128,English,France,R,25000000,2012,10000,6.1,2.35,27000,benzedrine,cactus,Adventure,Drama,Class_2
Color,Leonard Nimoy,106,119,12000,0,Nichelle Nichols,12000,109713132,Leonard Nimoy,Star Trek IV: The Voyage Home ,61621,15449,Walter Koenig,5.0,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,219,English,United State of America,PG,25000000,1986,664,7.3,2.35,0,alien probe,humpback whales,Adventure,Comedy,Class_2
Color,Sylvester Stallone,285,139,13000,0,Burt Young,13000,70269171,Sylvester Stallone,Rocky Balboa ,162130,15111,Mike Tyson,0.0,http://www.imdb.com/title/tt0479143/?ref_=fn_tt_tt_1,962,English,United State of America,PG,24000000,2006,683,7.2,1.85,0,boxing,fight,Drama,Sport,Class_2
Color,Ericson Core,163,114,19,37000,Edgar Ramírez,1000,28772222,Ray Winstone,Point Break ,33958,3962,Delroy Lindo,1.0,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,163,English,United State of America,PG-13,105000000,2015,897,5.3,2.35,37000,athlete,extreme sports,Action,Crime,Class_3
Color,Wes Craven,195,120,0,0,Jada Pinkett Smith,865,101334374,Omar Epps,Scream 2 ,124941,2321,Kevin Williamson,5.0,http://www.imdb.com/title/tt0120082/?ref_=fn_tt_tt_1,488,English,United State of America,R,24000000,1997,851,6.1,2.35,0,college,ghostface,Horror,Mystery,Class_2
Color,Gavin O'Connor,123,98,149,0,Noah Emmerich,20000,1512815,Natalie Portman,Jane Got a Gun ,8885,21414,Boyd Holbrook,0.0,http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1,56,English,United State of America,R,25000000,2016,617,5.8,2.35,0,brothel,death of husband,Action,Drama,Class_2
Color,Tim Story,52,106,167,3000,Regina Hall,966,65182182,Romany Malco,Think Like a Man Too ,15310,4830,David Walton,8.0,http://www.imdb.com/title/tt2239832/?ref_=fn_tt_tt_1,38,English,United State of America,PG-13,24000000,2014,807,5.7,2.35,3000,african american,imperative in title,Comedy,Romance,Class_2
Color,Jonathan Lynn,129,98,36,0,Matthew Perry,13000,57262492,Bruce Willis,The Whole Nine Yards ,90374,17582,Natasha Henstridge,4.0,http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1,318,English,United State of America,R,24000000,2000,2000,6.7,1.85,0,adultery,black humor,Comedy,Crime,Class_2
Color,Herbert Ross,60,107,71,0,Chris Penn,967,80000000,Dianne Wiest,Footloose ,51459,1962,Lori Singer,0.0,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,113,English,United State of America,PG,8200000,1984,455,6.5,1.85,0,church,cowboy boots,Drama,Music,Class_2
Color,Todd Phillips,123,88,480,0,Leah Remini,8000,74608545,Will Ferrell,Old School ,185258,10325,Patrick Fischler,4.0,http://www.imdb.com/title/tt0302886/?ref_=fn_tt_tt_1,404,English,United State of America,R,24000000,2003,909,7.2,2.35,0,college,fraternity,Comedy,Comedy,Class_2
Color,Terry Gilliam,84,137,0,12000,David Hyde Pierce,12000,41895491,Jeff Bridges,The Fisher King ,63274,12947,Harry Shearer,1.0,http://www.imdb.com/title/tt0101889/?ref_=fn_tt_tt_1,170,English,United State of America,R,24000000,1991,443,7.6,1.85,12000,friendship,holy grail,Comedy,Drama,Class_2
Color,Danny Cannon,125,100,41,891,Mekhi Phifer,45000,39989008,Muse Watson,I Still Know What You Did Last Summer ,55398,49847,Bill Cobbs,2.0,http://www.imdb.com/title/tt0130018/?ref_=fn_tt_tt_1,418,English,United State of America,R,24000000,1998,1000,4.6,2.35,891,bahamas,fisherman,Horror,Mystery,Class_3
Color,Bonnie Hunt,106,115,597,0,Jim Belushi,893,32662299,Minnie Driver,Return to Me ,16469,3946,Bonnie Hunt,1.0,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,275,English,United State of America,PG,24000000,2000,854,6.9,1.85,0,heart,italian restaurant,Comedy,Drama,Class_2
Color,Kevin Smith,247,101,0,0,Jeff Anderson,218,31452765,Gerry Bednob,Zack and Miri Make a Porno ,149835,638,Jennifer Schwalbach Smith,7.0,http://www.imdb.com/title/tt1007028/?ref_=fn_tt_tt_1,243,English,United State of America,R,24000000,2008,216,6.6,1.85,0,actor,friend,Comedy,Romance,Class_2
Color,Neil LaBute,156,110,119,455,Pruitt Taylor Vince,11000,25167270,Morgan Freeman,Nurse Betty ,30119,12254,Kathleen Wilhoite,4.0,http://www.imdb.com/title/tt0171580/?ref_=fn_tt_tt_1,263,English,Germany,R,24000000,2000,592,6.3,2.35,455,hospital,kansas city,Comedy,Crime,Class_2
Color,Grant Heslov,271,94,293,15000,Jeff Bridges,18000,32416109,Kevin Spacey,The Men Who Stare at Goats ,109620,32474,Stephen Root,0.0,http://www.imdb.com/title/tt1234548/?ref_=fn_tt_tt_1,268,English,United State of America,R,25000000,2009,12000,6.2,2.35,15000,first person narration,general,Comedy,War,Class_2
Color,George Gallo,45,88,269,204,Eddie Griffin,1000,20218,Daniel Roebuck,Double Take ,5431,2557,Garcelle Beauvais,2.0,http://www.imdb.com/title/tt0238948/?ref_=fn_tt_tt_1,50,English,United State of America,PG-13,24000000,2001,489,5.3,2.35,204,cia,cia agent,Action,Comedy,Class_3
Color,James Mangold,133,127,446,0,Clea DuVall,11000,28871190,Angelina Jolie Pitt,"Girl, Interrupted ",125421,13433,Vanessa Redgrave,0.0,http://www.imdb.com/title/tt0172493/?ref_=fn_tt_tt_1,385,English,United State of America,R,24000000,1999,1000,7.3,1.85,0,1960s,father daughter incest,Biography,Drama,Class_2
Color,Robert Luketic,84,95,126,876,Gary Cole,2000,16964743,Topher Grace,Win a Date with Tad Hamilton! ,22844,4681,Nathan Lane,1.0,http://www.imdb.com/title/tt0335559/?ref_=fn_tt_tt_1,140,English,United State of America,PG-13,24000000,2004,989,5.6,2.35,876,best friend,contest,Comedy,Romance,Class_2
Color,Tim Hill,70,87,25,619,F. Murray Abraham,1000,16290976,Josh Charles,Muppets from Space ,14637,3243,David Arquette,0.0,http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,100,English,United State of America,G,24000000,1999,670,6.2,1.85,619,alien,breakfast,Adventure,Comedy,Class_2
Color,Sidney Lumet,32,118,0,0,Diana Ross,738,13000000,Lena Horne,The Wiz ,10895,1458,Theresa Merritt,0.0,http://www.imdb.com/title/tt0078504/?ref_=fn_tt_tt_1,150,English,United State of America,G,24000000,1978,295,5.2,1.85,0,melancholy,new york city,Adventure,Family,Class_3
Color,Brian Robbins,51,107,48,650,Ellen Albertini Dow,1000,12372410,Oliver Platt,Ready to Rumble ,11709,4971,Martin Landau,1.0,http://www.imdb.com/title/tt0217756/?ref_=fn_tt_tt_1,101,English,United State of America,PG-13,24000000,2000,957,5.3,1.85,650,gay subtext,homoerotic fight,Comedy,Sport,Class_3
Color,Ron Shelton,73,124,41,153,Robert Wagner,512,8427204,Willie Garson,Play It to the Bone ,10100,1523,Lolita Davidovich,0.0,http://www.imdb.com/title/tt0196857/?ref_=fn_tt_tt_1,59,English,United State of America,R,24000000,1999,481,5.4,2.35,153,boxing movie,friendship,Comedy,Drama,Class_3
Color,Douglas McGrath,169,89,41,0,Busy Philipps,2000,9639242,Olivia Munn,I Don't Know How She Does It ,16437,5470,Jessica Szohr,0.0,http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1,68,English,United State of America,PG-13,24000000,2011,1000,4.9,1.85,0,black comedy,delivery boy,Comedy,Romance,Class_3
